34,"Plaza Adoración Ferrero 252 Puerta 2 
Palencia, 05714",Argelia
72,"107, boulevard Alice Bruneau
12261 Colletboeuf",Paraguay
76,"Gloria-Schuster-Ring 7
46334 Gransee",Laos
58,"Schmiedtring 66
86081 Apolda",Mauritius
50,"Alameda Domingo Alvarez 19 Apt. 56 
Lleida, 10799",Kuwait
20,"avenue de Lefort
39746 Brunet-les-Bains",Inde
65,"22, rue de Lebrun
74553 Da Costa",Oman
57,"PSC 2557, Box 4046
APO AA 88577",Guadeloupe
71,"Saskia-Heß-Ring 8/0
56360 Bad Kissingen",Bermuda
22,"Rambla de Georgina Fiol 24 Piso 7 
Alicante, 35057",Nueva Zelandia
54,"PSC 2584, Box 1284
APO AP 15914",Haiti
54,"Urbanización Martirio Carretero 1
Girona, 44610",Santa Lucía
77,"Hornigweg 33
29134 Niesky",El Salvador
63,"Adriana-Barkholz-Gasse 9/4
82835 Peine",Guinea
20,"92848 Cochran Ridges
West Karl, IN 67427",Malawi
56,"Via de Rolando Andreu 89 Puerta 1 
Zaragoza, 01877",Guinea Ecuatorial
28,"Via Encarna Juliá 2
Cantabria, 48720",Afganistán
32,"Calle de Gastón Tejada 58 Puerta 6 
Asturias, 36382",Guyana
29,"Reichmannstraße 1
96587 Spremberg",Lesotho
68,"rue Alexandrie Bailly
71357 Fontaine-les-Bains",Tokelau
74,"Cañada de María Laguna 18 Piso 4 
Navarra, 21417",Polonia
74,"USCGC Cherry
FPO AE 93238",Czech Republic
50,"4, avenue de Lesage
89741 Perret-sur-Pinto","Corée, Sud"
43,"Truppplatz 2/8
93745 Gelnhausen",Demokratische Republik Kongo
73,"Ekkehart-Trommler-Straße 80
85175 Eisenach",Marshallinseln
38,"12, avenue Guillon
55917 Rossi",Martinique
54,"Pasaje Sosimo Pomares 85 Apt. 18 
Melilla, 40224",Malawi
64,"775, rue Muller
36409 Sauvagedan",Azerbaïdjan
58,"Arnd-Christoph-Allee 147
56092 Grevenbroich",Frankreich
71,"Kruschwitzplatz 270
34538 Badoberan",Anguilla
74,"Denise-Gröttner-Gasse 449
87977 Eutin",Tadschikistan
35,"84, avenue Agnès Payet
08517 Meyer",Suède
37,"779, rue de Couturier
47374 Sainte Claudine-la-Forêt",Inde
45,"Pasaje de María Fernanda Zabaleta 191
Burgos, 29438",Hungría
23,"Pasadizo Onofre Vega 41
Huesca, 33093",Bolivia
38,"05307 Renee Road
North Howard, MI 53519",Oman
20,"USNV Roach
FPO AA 29507",United States Minor Outlying Islands
18,"Unit 3896 Box 7369
DPO AE 34771",Gibraltar
46,"08503 Jacobs Stream
Port Sergiomouth, AK 80434",Sri Lanka
30,"32, boulevard Bousquet
20285 Saint Antoine",Slovénie
75,"Unit 1352 Box 7458
DPO AE 26032",Puerto Rico
50,"Cuesta Mohamed Verdugo 79
Ciudad, 39524",Australia
59,"021 Tom Fork
Lake Kendra, SD 79713",Romania
24,"16, rue Thomas Riou
17563 Barbier",Aruba
21,"Urbanización de Ariel Vicens 45
Murcia, 18525",Botswana
54,"Handestr. 5
78489 Pinneberg",China
80,"Wähnergasse 7/1
43785 Illertissen",Venezuela
37,"Unit 7679 Box 4174
DPO AA 89673",Luxembourg
19,"Truppstraße 8/2
90058 Wesel",China
45,"Axel-Jäntsch-Allee 1
47164 Güstrow",Niederländische Antillen
65,"Kitzmannallee 96
35692 Büsingen am Hochrhein",Salomonen
80,"USCGC Stanton
FPO AP 15735",Bhutan
44,"USCGC Scott
FPO AE 94824",Jordan
24,"984 Aaron Village Apt. 547
East Sheena, MP 52126",Poland
72,"91, rue Roux
16588 Bourgeois",Irlande
74,"7, chemin Guy Dupuis
11576 Guillet-sur-Mer",Porto Rico
39,"USCGC Norman
FPO AE 22375",Israel
40,"Cañada Emilio Lopez 28 Puerta 0 
Baleares, 23078",Belice
22,"Pergandeplatz 71
65560 Hagenow",Mayotte
38,"6706 Chandler Passage
Port Eduardo, LA 41624",Togo
37,"Zdenka-Johann-Straße 7/7
21708 Parsberg",Guyana
50,"3224 Tanya Shoal
Vickiefurt, RI 11520",Vietnam
54,"10, rue de Perrin
34655 Gros-la-Forêt",Papouasie-Nouvelle-Guinée
42,"Cuesta Pascuala Castañeda 78
La Rioja, 27617",Australia
39,"Calle Brunilda Cuesta 37
Cuenca, 42929",Samoa
31,"PSC 7468, Box 1713
APO AP 40726",Comoros
67,"Adriane-Rosenow-Ring 79
31256 Ansbach",Amerikanisch-Ozeanien
50,"USCGC Cummings
FPO AE 43448",Kuwait
50,"Ronda de Chema Luna 748
Pontevedra, 32461",Bélgica
63,"Heinz-Werner-Klemt-Ring 82
06309 Perleberg",Äquatorialguinea
69,"Nick-Jockel-Weg 439
35468 Crailsheim",Kuwait
44,"Unit 2677 Box 9523
DPO AP 74305",Luxembourg
43,"Susanne-Geisler-Ring 5/7
98915 Mittweida",Österreich
26,"Olav-Grein Groth-Allee 43
47357 Ueckermünde",Swasiland
19,"Gutknechtplatz 768
69324 Dinslaken",Suriname
24,"USNS Foley
FPO AP 36278",Monaco
46,"82, avenue de Georges
17857 Martin",Nouvelle Calédonie
37,"Unit 4411 Box 7556
DPO AA 49411",Greenland
26,"Cuesta de Olalla Alberto 7
Alicante, 47287",Argelia
64,"Cuesta de Apolonia Corral 8 Piso 7 
Palencia, 12407",Chad
67,"40, rue de Jourdan
81304 Milletnec",États-Unis
43,"Unit 4816 Box 0030
DPO AE 77869",Belize
33,"Unit 6521 Box 0698
DPO AP 17406",Timor-Leste
54,"Calle de Salomé Montesinos 43
Alicante, 27516",Países Bajos
43,"PSC 3601, Box 8300
APO AA 50478",Pakistan
66,"rue Morel
97218 Masson-sur-Baron",Pakistan
76,"Rambla Dalila Belmonte 21 Piso 5 
Pontevedra, 28732",República Democrática Popular Lao
20,"Callejón de Tatiana Reig 445 Piso 4 
Zaragoza, 43728",Bélgica
48,"4, rue Capucine Bonneau
73123 Sainte Gabriel",Guinée-Bissau
23,"938, rue de Petit
22488 Colin","Corée, Sud"
